学院,专业,学期,课程代码,课程名称,学分,课程性质,教材名称,主编,版次,出版社,ISBN,匹配状态
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第8学期,3143009105,Situationand13-,8,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第8学期,9093009903,社会实践12SocialPractice,2,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第8学期,304300008003,ScientificResearch41-7得学科竞赛奖励，具体要求参照《狮山英,7,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第1学期,3043009801,生命科学导论1荣誉选修课程,1,选修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第1学期,310300001034,大学数学（1）,5,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第1学期,310300007053,高等化学I,5,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第1学期,310300009015,高等化学实验I,1,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第1学期,3143009003,中国近现代史纲要,3,必修,中国近现代史纲要（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第1学期,3123009081,高阶英语I,4,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,1,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第1学期,9093009904,军事理论,2,必修,军事理论课教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第1学期,9093009905,军事技能,2,必修,军事训练教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第1学期,311300006002,文学与文化,2,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第1学期,3143009104,形势与政策（一）,1,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第2学期,310300001035,大学数学（2）,5,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第2学期,310300007051,高等化学II,5,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第2学期,310300009014,高等化学实验II,1,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第2学期,317300001008,人工智能应用基础,2,必修,人工智能基础（通识）,大学计算机课程教指委,最新版,高等教育出版社,9787428708,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第2学期,317300001009,人工智能应用基础实验,1,必修,人工智能基础（通识）,大学计算机课程教指委,最新版,高等教育出版社,9787428708,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第2学期,3123009082,高阶英语II,4,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第2学期,314300001006,思想道德与法治,3,必修,思想道德与法治（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,2,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第2学期,3043009110,基础生物学,5,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第2学期,304300009011,基础生物学实验,2,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第2学期,9093009903,社会实践1暑假进行,1,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第3学期,314300001008,毛泽东思想和中国特色3社会主义理论体系概论,3,必修,毛泽东思想和中国特色社会主义理论体系概论（2023年版）,本书编写组,2023年版,高等教育出版社,9787301299,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第3学期,314300001009,习近平新时代中国特色3社会主义思想概论,3,必修,习近平新时代中国特色社会主义思想概论（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第3学期,3043009227,遗传学A,4,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第3学期,304300007060,生物化学与分子生物学I,5,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第3学期,310300001028,大学物理学B,4,必修,物理学（第七版）,马文蔚,第7版,高等教育出版社,9787571720,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第3学期,310300001031,大学物理学实验,1,必修,物理学（第七版）,马文蔚,第7版,高等教育出版社,9787571720,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第3学期,311300006001,艺术与审美,2,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,3,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第4学期,304300007061,生物化学与分子生物学II,4,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第4学期,3043009201,细胞生物学A,3,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第4学期,314300001007,马克思主义基本原理,3,必修,马克思主义基本原理（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,4,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第4学期,311300006004,世界文明史专题,2,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第4学期,311300006003,哲学智慧与科学思维,2,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第5学期,304300009023,项目制综合实验,4,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第5学期,304300007054,人工智能生物学,1,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第5学期,304300007033,科学素养与学术规范1荣誉选修课程,1,选修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第5学期,304300007034,生命科学前沿2荣誉选修课程,2,选修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第5学期,304300007032,英文科技论文写作1荣誉选修课程,1,选修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第5学期,3043009916,文献阅读2荣誉选修课程,2,选修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第7学期,314110001001,中国马克思主义与当代,2,必修,,,,,,待查教学大纲（专业课）
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第7学期,3143009105,形势与政策（二）12-8学期,8,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
生命科学技术学院,生物技术（国家生命科学与技术基地班）,第7学期,304300008003,科研训练4从第4学期开始,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第1学期,314300001006,思想道德与法治,3,必修,思想道德与法治（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第1学期,3143009104,形势与政策（一）,1,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第1学期,310300001019,微积分C,5,必修,高等数学（第七版·上/下册）,同济大学数学系,第7版,高等教育出版社,9787308798,公共课已匹配
园艺林学学院,园艺,第1学期,310300001002,有机化学B,3,必修,有机化学（农科类 第三版）,汪小兰,第3版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第1学期,310300001005,有机化学实验B,1,必修,有机化学（农科类 第三版）,汪小兰,第3版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第1学期,9093009905,军事技能,2,必修,军事训练教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第1学期,305300008037,园艺产业实习(1),1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第1学期,317300001008,人工智能应用基础,2,必修,人工智能基础（通识）,大学计算机课程教指委,最新版,高等教育出版社,9787428708,公共课已匹配
园艺林学学院,园艺,第1学期,317300001009,人工智能应用基础实验,1,必修,人工智能基础（通识）,大学计算机课程教指委,最新版,高等教育出版社,9787428708,公共课已匹配
园艺林学学院,园艺,第1学期,202300006005,大学生心理发展与指导,1,必修,大学生心理健康教育,郑日昌,最新版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第1学期,202300008001,大学生心理素质拓展,1,必修,大学生心理健康教育,郑日昌,最新版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第1学期,3113009824,写作与沟通,1,必修,写作与沟通,马工程/本校编,最新版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,1,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
园艺林学学院,园艺,1,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
园艺林学学院,园艺,第2学期,3143009003,中国近现代史纲要,3,必修,中国近现代史纲要（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第2学期,310300001025,线性代数B,2,必修,线性代数（第六版）,同济大学数学系,第6版,高等教育出版社,9787040396632,公共课已匹配
园艺林学学院,园艺,第2学期,310300001022,概率论与数理统计B,3,必修,概率论与数理统计（第五版）,盛骤 谢式千,第5版,高等教育出版社,9787040384876,公共课已匹配
园艺林学学院,园艺,第2学期,310300001008,无机及分析化学B,4,必修,无机及分析化学（第五版）,南京大学《无机及分析化学》编写组,第5版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第2学期,310300001011,无机及分析化学实验B,2,必修,无机及分析化学（第五版）,南京大学《无机及分析化学》编写组,第5版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第2学期,3043009101,植物学,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第2学期,304300009022,植物学实验,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第2学期,307300007045,工程基础,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第2学期,9093009904,军事理论,2,必修,军事理论课教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第2学期,9093009774,大学生创新创业基础,1,必修,大学生创新创业基础,本校编,最新版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,2,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
园艺林学学院,园艺,2,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
园艺林学学院,园艺,第3学期,314300001007,马克思主义基本原理,3,必修,马克思主义基本原理（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第3学期,304300007052,微生物学B,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第3学期,301300007147,遗传学B,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第3学期,301300009011,遗传学实验C,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第3学期,301300007144,生物化学B,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第3学期,301300009009,植物生物化学实验,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,3,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
园艺林学学院,园艺,3,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
园艺林学学院,园艺,第4学期,314300001008,毛泽东思想和中国特色3社会主义理论体系概论,3,必修,毛泽东思想和中国特色社会主义理论体系概论（2023年版）,本书编写组,2023年版,高等教育出版社,9787301299,公共课已匹配
园艺林学学院,园艺,第4学期,314300001009,习近平新时代中国特色3社会主义思想概论,3,必修,习近平新时代中国特色社会主义思想概论（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第4学期,3013009233,园艺植物病理学,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第4学期,3013009104,植物生理学A,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第4学期,301300009012,植物生理学实验,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第4学期,305300007091,园艺产品贮藏运销学,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,4,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
园艺林学学院,园艺,4,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
园艺林学学院,园艺,第5学期,3053009128,试验设计与统计分析,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第5学期,305300007088,园艺植物生物技术,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第5学期,305300007089,园艺植物育种学（总论）,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第5学期,305300007090,园艺植物栽培学（总论）,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第5学期,305300008038,园艺产业实习(2),1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第5学期,305300008039,果树田间综合管理教学实习（一）,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第5学期,305300008040,蔬菜种苗繁育教学实习3基础理论、产业精英方,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第5学期,305300008041,花卉繁育与栽培教学实习,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第5学期,305300008047,3周实习芳香植物认知与实践3康养园艺模块实践课,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第5学期,305300008045,3周实习创新创业综合实习（1）3综合素质模块实践课,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第6学期,305300008042,果树田间综合管理教学实习（二）,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第6学期,305300008043,蔬菜田间综合管理教学实习3基础理论、产业精英方,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第6学期,305300008044,花卉采后流通及应用教学实习,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第6学期,305300007156,智慧园艺,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第6学期,305300008048,3周实习康养园艺工作坊实习3康养园艺模块实践课,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第6学期,305300008046,3周实习创新创业综合实习（2）3综合素质模块实践课,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第7学期,3143009105,形势与政策（二）,1,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第8学期,3053009901,毕业实习,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3053009902,毕业论文,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,314300001006,思想道德与法治3484261马院IdeologyMoralityandRuleofLaw,1,必修,思想道德与法治（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第8学期,3143009104,形势与政策（一）116161-2马院SituationandPolicyEducation(I),2,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第8学期,3143009003,中国近现代史纲要3484262马院OutlineofModernChineseHistory,2,必修,中国近现代史纲要（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第8学期,314300001007,马克思主义基本原理3484263马院BasicKnowledgeofMarxism,3,必修,马克思主义基本原理（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第8学期,314300001008,BasicTheoryofMaoZedong3484084马院,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,314300001009,BasicTheoryofXiJinpingThought3484084马院,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,8,,体育类课程必修，实行选项制，一、二年级要求每学期修满1,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
园艺林学学院,园艺,8,,体育类课程教学详见《华中农业大学体育教学改革实施方案》。,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
园艺林学学院,园艺,第8学期,307300007045,工程基础116162工学FoundationforEngineering,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,9093009904,军事理论本科232322MilitaryTheory生院,2,必修,军事理论课教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第8学期,3113009824,写作与沟通116161/2文法WritingandCommunication,2,必修,写作与沟通,马工程/本校编,最新版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第8学期,202300006005,本科PsychologicalDevelopmentand116161生院GuidanceofCollegeStudents,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,9093009774,本科InnovationandEntrepreneurship116162生院FoundationsforUndergraduates,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,310300001019,微积分C5807281信息CalculusC,1,必修,高等数学（第七版·上/下册）,同济大学数学系,第7版,高等教育出版社,9787308798,公共课已匹配
园艺林学学院,园艺,第8学期,310300001009,无机及分析化学C348481信息InorganicandAnalyticalChemistryC,1,必修,无机及分析化学（第五版）,南京大学《无机及分析化学》编写组,第5版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第8学期,310300001012,ExperimentofInorganicand130301信息,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,310300001025,线性代数B232322信息LinearAlgebraB,2,必修,线性代数（第六版）,同济大学数学系,第6版,高等教育出版社,9787040396632,公共课已匹配
园艺林学学院,园艺,第8学期,310300001023,概率论232322信息Probability,2,必修,概率论与数理统计（第五版）,盛骤 谢式千,第5版,高等教育出版社,9787040384876,公共课已匹配
园艺林学学院,园艺,第8学期,310300001002,有机化学B348482化学OrganicChemistryB,2,必修,有机化学（农科类 第三版）,汪小兰,第3版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第8学期,310300001005,有机化学实验B130302化学ExperimentofOrganicChemistryB,2,必修,有机化学（农科类 第三版）,汪小兰,第3版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第8学期,3043009101,植物学232322生科Botany,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,304300009022,植物学实验130302生科BotanyExperiments,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,315300007246,数字测量学C232323公管DigitalSurveyingC,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,315300009036,数字测量学实验130303公管Experimentofdigitalsurveying,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007047,ExperimentalDesignand34832165园林,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,317300001008,FundamentalsofArtificialIntelligence232321信息,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,317300001009,ExperimentsontheFundamentalsOf130301信息,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007156,智慧园艺116166园林SmartHorticulture,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007124,Fundamentalsof34832163园林,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300009026,园林设计初步464642园林IntroductiontoLandscapeDesign,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3053009162,园林生态学34836124园林LandscapeArchitectureEcology,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3013009104,植物生理学A348484植科PlantPhysiologyA,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,301300009012,植物生理学实验125254植科ExperimentofPlantPhysiology,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007130,园林工程（二）232327园林LandscapeEngineering(II),7,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007131,园林工程（一）34828207园林LandscapeEngineering(I),7,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007160,中外园林史348485园林TheWorldGardenHistory,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3053009008,园林树木学232324园林LandscapeDendrology,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300009027,ExperimentofLandscape132324园林,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300009028,ExperimentofLandscape124245园林,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007125,花卉学（一）1.524245园林Floriculture(I),5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300009029,Experimentand130305园林,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007126,花卉学（二）1.524246园林Floriculture(II),6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300009030,Experimentand130306园林,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007127,植景设计34824245园林PlantscapeDesign,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007128,园林树木栽培学A232325园林CultivationofLandscapeTreesA,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300009031,ExperimentandFieldtripof1.545455园林,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007153,园林植物育种学232324园林LandscapePlantBreeding,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,309300009045,ExperimentofLandscape130304园林,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007129,园林植物生物技术34832163园林BiotechnologyofLandscapePlants,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300009021,园林建筑设计348483园林LandscapeArchitecturalDesign,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300009032,LandscapeArchitecturePlanning&348484园林,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007159,Introductionof116161园林,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007133,TheoryofUrban-Rural116166园林,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3013009236,园林植物昆虫学34828206植科EntomologyofLandscapePlants,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3013009228,园林植物病理学34828206植科LandscapePlantPathology,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300009033,Urban-RuralGreenSpace348486园林,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007138,TheoryofTerritorial348485园林,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300008070,Proiect-basedScientific24周4周4园林,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300008071,Proiect-basedScientific24周4周5园林,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300008072,Proiect-basedScientific24周4周6园林,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007002,插花艺术23216163园林FlowerArrangement,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3053009154,草坪学23220124园林TurfScience,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3013009116,农业气象学3484080.5周3植科AgriculturalMeteorology,3,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3153009111,工程概预算232327公管ProjectBudget,7,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,306300007007,企业管理348484经管ManagementofEnterprise,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007038,盆景学23216164园林Penjing,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300009040,城市设计348486园林UrbanDesign,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305110006002,ResearchMethodofLandscape232327园林,7,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305210004010,乡村规划设计（本研）232327园林RuralPlanningandDesign,7,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007024,TerritorialEcological232326园林,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007134,AI辅助园林设计232324园林CALAD,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007012,AromaTherapyandApplication116166园林,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007086,设计素描B23216161园林DesignSketchB,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007157,设计色彩B23216162园林DesignColorB,2,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,303300007007,PrincipleofGeographical23220124资环,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300009041,风景名胜区规划23216166园林ScenicandHistoricAreasPlanning,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007158,国家公园与自然保护地116165园林NationalParkandProtectedArea,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300007052,高级遗传学232325园林AdvancedGenetics,5,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3053009115,植物基因组学A232326园林PlantGenomicsA,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,305300008058,园林国际研修11周6园林InternationalGardenTraining,6,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,9093009905,军事技能本科231Militaryskills生院,1,必修,军事训练教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第8学期,9093009906,实践创新创业实践本科Innovationand11-7生院EntrepreneurshipPractice,7,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,202300008001,本科ThePracticeofMentalHealth1301生院PromotionforUndergraduates,1,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,3143009105,形势与政策（二）1303-8马院SituationandPolicyEducation(II),8,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
园艺林学学院,园艺,第8学期,9093009903,社会实践实践114团委SocialPractice,4,必修,,,,,,待查教学大纲（专业课）
园艺林学学院,园艺,第8学期,110300008001,志愿服务1301-7团委VolunteerService,7,必修,,,,,,待查教学大纲（专业课）
